video_id,start_time,end_time,label
-lSX4TvybXo,30.000,40.000,/m/09x0r
-lSdkvR-Ihs,30.000,40.000,/m/04rlf
-lStxlbxQMo,0.000,10.000,"/m/04rlf,/m/07xzm"
-lT-SZfrIIU,140.000,150.000,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
-lT3v31T5Y0,30.000,40.000,/m/09x0r
-lT5J0bPUDc,70.000,80.000,"/m/015lz1,/m/04rlf"
-lTC-sVUu4s,30.000,40.000,"/m/04rlf,/m/09x0r"
-lTHCzzHwTU,30.000,40.000,"/m/04rlf,/m/09x0r"
-lTJn9k4eXA,0.000,10.000,"/m/09x0r,/t/dd00126"
-lTKFEmqHfA,30.000,40.000,"/m/04rlf,/m/05rwpb"
-lTU7vZblc0,30.000,40.000,/m/09x0r
-lTXdH0Vpvk,30.000,40.000,"/m/04rlf,/m/09x0r"
-lTZYmmekAs,30.000,40.000,"/m/04rlf,/m/09x0r"
-lT_RBCcEgI,30.000,40.000,"/m/0342h,/m/04rlf,/m/04szw,/m/05pd6,/m/0fx80y"
-lTi-xKJhZ0,160.000,170.000,"/m/04rlf,/m/0ggx5q"
-lTiDuBehgw,30.000,40.000,/m/09x0r
-lTs2btZhwg,30.000,40.000,"/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
-lTytQgzV8k,30.000,40.000,/m/09x0r
-lU0YnRXQKY,30.000,40.000,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
-lU2rX14m4A,30.000,40.000,"/m/07yv9,/m/09x0r"
-lUAjwXl6QM,30.000,40.000,"/m/04rlf,/m/05r6t"
-lUEq7ZuJeU,30.000,40.000,/m/04rlf
-lUIVXdtvx8,120.000,130.000,"/m/07yv9,/m/09x0r"
-lUIiDmUUFw,30.000,40.000,/m/02mk9
-lUP2SJyUwM,30.000,40.000,"/m/07yv9,/m/09x0r"
-lUaaxVNIHM,24.000,34.000,/m/09x0r
-lUcCGfgkRI,30.000,40.000,"/m/04rlf,/m/09x0r,/t/dd00003"
-lUhB25g-kI,30.000,40.000,"/m/04rlf,/m/07pkxdp"
-lUqHi7iuA8,30.000,40.000,/m/09x0r
-lUskQtTyE8,30.000,40.000,"/m/02qldy,/m/02zsn,/m/09x0r"
-lV2wGyPQ9Y,30.000,40.000,/m/09x0r
-lV5tJN-cB0,80.000,90.000,"/m/09x0r,/t/dd00013"
-lVF15hXv1M,30.000,40.000,/m/09x0r
-lVLI8OhZcA,18.000,28.000,/m/09x0r
-lVPAXhnhkg,30.000,40.000,/m/04rlf
-lVQA1zGk88,30.000,40.000,"/m/013y1f,/m/03gvt"
-lVV-Hr_gSA,30.000,40.000,/m/0838f
-lVWdnUSt3o,30.000,40.000,/m/07qwyj0
-lVl_chI7No,30.000,40.000,"/m/04rlf,/m/07qyrcz,/m/09ld4"
-lVoTHphSiI,30.000,40.000,"/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
-lVzOPG6-08,30.000,40.000,/m/09x0r
-lW-XkGpKb4,290.000,300.000,/m/0642b4
-lW-poZdI5Q,20.000,30.000,"/m/0463cq4,/m/09x0r"
-lW4JwiJaIs,30.000,40.000,/m/04rlf
-lW5fIrxeXg,30.000,40.000,"/m/04rlf,/m/06j6l,/m/09x0r"
-lWEtOCt6cI,30.000,40.000,"/m/04rlf,/m/09x0r"
-lWGi_eU05Q,30.000,40.000,"/m/04rlf,/m/09x0r"
-lWJc_RmHbY,30.000,40.000,/m/09x0r
-lWJgyAa4Tc,90.000,100.000,"/m/04_sv,/m/07yv9,/t/dd00128"
-lWK4oQnhF4,170.000,180.000,"/m/02lkt,/m/04rlf,/m/07kc_,/m/096m7z"
-lWOzGZ0rc0,30.000,40.000,/m/09x0r
-lWSrqvgW0w,340.000,350.000,"/m/07qyrcz,/m/09x0r"
-lWdMDLPGFY,30.000,40.000,"/m/02w4v,/m/04rlf"
-lWs7_49gss,30.000,40.000,"/m/034srq,/m/04qvtq"
-lWtjHdPigs,5.000,15.000,"/m/04rlf,/m/09x0r,/t/dd00003"
-lWv_ATMtic,30.000,40.000,"/m/04rlf,/m/09x0r"
-lX1OTb3UTg,30.000,40.000,/m/09x0r
-lX2sYCh7ME,30.000,40.000,"/m/04rlf,/m/09x0r"
-lXA9EUuiVQ,30.000,40.000,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
-lXL_l-Xk30,0.000,10.000,"/m/02mk9,/m/07yv9,/m/0k4j,/t/dd00126"
-lXV-ZSdLYQ,10.000,20.000,/m/04rlf
-lXbqPjhaRA,150.000,160.000,"/m/0145m,/m/04rlf"
-lXkOX6ZXDE,30.000,40.000,/m/04rlf
-lXvGzy6ZfI,30.000,40.000,/m/04rlf
-lY0SBuEhtc,30.000,40.000,/m/09x0r
-lY7LNZYsOE,30.000,40.000,"/m/04rlf,/m/09x0r"
-lY9pfDn5jk,30.000,40.000,/m/09x0r
-lYAi1dYzS4,30.000,40.000,"/m/04rlf,/m/09x0r"
-lYF9RxeBp0,30.000,40.000,/m/09x0r
-lYFMt7jYcY,30.000,40.000,"/m/02v2lh,/m/04rlf"
-lYQnk0_qa0,30.000,40.000,"/m/04rlf,/t/dd00004"
-lYSBMEXWdQ,28.000,38.000,/m/09x0r
-lYSBmotc8k,30.000,40.000,/m/04rlf
-lYSmgUl4Xo,30.000,40.000,/m/09x0r
-lYqAkuki78,30.000,40.000,"/m/0g6b5,/t/dd00128"
-lYr66AP7Oo,30.000,40.000,/m/09x0r
-lYxOFlafSY,30.000,40.000,/m/04rlf
-lZ1ZcEjMns,30.000,40.000,"/m/04rlf,/m/09x0r"
-lZ1ZcpOF_k,9.000,19.000,/m/07qv4k0
-lZFNZhx0-M,50.000,60.000,"/m/019jd,/m/056ks2,/m/07yv9"
-lZI55hisec,30.000,40.000,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
-lZJKPQEqa4,130.000,140.000,"/m/07pbtc8,/m/09x0r"
-lZNaGWmsG0,90.000,100.000,"/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/0l14qv"
-lZUwBMOU8U,30.000,40.000,/m/04rlf
-lZXdiEghz0,30.000,40.000,"/m/02qldy,/m/02zsn,/m/09x0r"
-lZ_jCSeoEE,0.000,10.000,/m/07ryjzk
-lZapwtvwlg,0.000,10.000,"/m/06_fw,/m/09x0r"
-lZceudFRWI,10.000,20.000,"/m/04rlf,/m/07rkbfh,/m/09x0r"
-lZixyAJN1A,30.000,40.000,"/m/04rlf,/t/dd00003"
-lZzpIjxLlo,50.000,60.000,/m/081rb
-lZzxQkp_Eo,410.000,420.000,/m/028v0c
-l_6Kf0kA8w,30.000,40.000,"/m/012f08,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00134"
-l_7FfsSAhc,30.000,40.000,/m/09x0r
-l_AcgB13_U,30.000,40.000,/m/09x0r
-l_HBgVirrk,30.000,40.000,"/m/09x0r,/t/dd00004"
-l_LL2W4TxM,30.000,40.000,/m/09x0r
-l_TLu77Z2E,30.000,40.000,/m/09x0r
-l_W4QEjZ3c,30.000,40.000,"/m/04rlf,/m/09x0r"
-l_ZWZLgnMk,50.000,60.000,"/m/018w8,/m/04rlf,/m/09x0r"
-l_aMr4y8lQ,150.000,160.000,/m/09x0r
-l_cTXQsvcs,30.000,40.000,/t/dd00004
-l_hg-6f0wE,100.000,110.000,/m/03t3fj
-l_huFQ0qoY,30.000,40.000,/m/09x0r
-l_i35bisOE,24.000,34.000,"/m/04rlf,/m/09x0r"
-l_iWa8Hffw,60.000,70.000,/m/09x0r
-l_idUYl5Bk,30.000,40.000,"/m/016cjb,/m/04rlf"
-l_ivKfuNWI,50.000,60.000,"/m/01xq0k1,/m/0ch8v"
-laLLJF4BEg,30.000,40.000,/m/07yv9
-laMEkYIKZw,60.000,70.000,"/m/04rlf,/m/04szw"
-laNYz8sn4A,50.000,60.000,/m/07plz5l
-laR9MCBRiw,30.000,40.000,/m/09x0r
-laRWxNqMzo,30.000,40.000,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
-laRqgCE16g,20.000,30.000,/m/05fw6t
-lag777RGE8,30.000,40.000,"/m/0342h,/m/04rlf,/m/04szw"
-lajVQfHJaY,6.000,16.000,"/m/07r04,/m/07yv9"
-laoEfeN9zM,0.000,7.000,/m/09x0r
-laoYLTyV4c,30.000,40.000,"/m/04rlf,/m/07sbbz2"
-laoZCKFRr0,70.000,80.000,/t/dd00077
-latFbGJrNM,30.000,40.000,"/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
-lauuzuodDA,30.000,40.000,/m/04rlf
-lb0foVhUYE,140.000,150.000,/m/09x0r
-lb2rWRntzw,0.000,10.000,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y"
-lb3rNBfczI,30.000,40.000,/m/04rlf
-lb47D8CDhM,30.000,40.000,"/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
-lb7hhjSiCw,30.000,40.000,/m/09x0r
-lbKkaP8IKY,30.000,40.000,/m/09x0r
-lbPqC8102Q,30.000,40.000,/m/04rlf
-lbfLxiMvcI,30.000,40.000,"/m/04rlf,/m/09x0r,/m/0l14jd"
-lbgr0QiQpc,30.000,40.000,"/m/06bz3,/m/07pbtc8,/m/09x0r"
-lbhLwpaMgc,40.000,50.000,/m/09x0r
-lbiPTFzw7Y,180.000,190.000,/m/01swy6
-lbpn1gg80g,90.000,100.000,"/m/04rlf,/m/04szw,/m/0ggq0m"
-lbxklZ_7fY,30.000,40.000,"/m/04rlf,/m/09x0r"
-lc-Cs7ivEQ,30.000,40.000,/m/04rlf
-lc35swJo-U,30.000,40.000,/m/09x0r
-lc42diW0b8,60.000,70.000,"/m/04rlf,/m/05fw6t,/m/09x0r"
-lcBGqhRDt0,30.000,40.000,"/m/04rlf,/m/09x0r"
-lcGzPelm8Y,30.000,40.000,/m/09x0r
-lcJkR4SFWk,30.000,40.000,"/m/01v1d8,/m/04rlf,/m/09x0r"
-lcMOnOnbzo,30.000,40.000,/m/04rlf
-lcNZJpgXRc,30.000,40.000,"/m/04rlf,/m/09x0r"
-lcPjmd-eX4,30.000,40.000,"/m/04rlf,/m/0gywn"
-lcQmiz75XE,30.000,40.000,"/m/04rlf,/t/dd00004"
-lcV9cmGG7g,30.000,40.000,"/m/03q5t,/m/04rlf,/m/09x0r"
-lcXWhB4QDw,30.000,40.000,"/m/07yv9,/m/09x0r,/m/0k4j"
-lc_FGMnRQU,30.000,40.000,/m/09x0r
-lcbuw56wmY,110.000,120.000,"/m/015lz1,/t/dd00126"
-lcd83HpZec,30.000,40.000,"/m/02sgy,/m/0342h,/m/04rlf,/m/04szw"
-lchU8g7dzI,30.000,40.000,"/m/07rknqz,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00134"
-lcj05dsI2Y,30.000,40.000,"/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c"
-lcz9GL26lk,30.000,40.000,/m/09x0r
-ld0CV-GD8g,30.000,40.000,"/m/07jdr,/m/07yv9,/t/dd00128"
-ld1NzeV_NU,30.000,40.000,/m/04rlf
-ld2AP49mY4,30.000,40.000,"/m/04rlf,/m/04szw"
-ld9M7hXCgo,30.000,40.000,"/m/04rlf,/m/09x0r"
-ldDYTTfciE,30.000,40.000,/m/04rlf
-ldOG91yI_k,30.000,40.000,/m/09x0r
-ldUUCIv33A,8.000,18.000,/m/09x0r
-ldVdfdCGjk,30.000,40.000,"/m/02qldy,/m/05zppz,/m/09x0r"
-ldaMkR9w_U,30.000,40.000,/m/04rlf
-ldleoX-JJA,30.000,40.000,/m/09x0r
-ldorNakd3o,30.000,40.000,"/m/04rlf,/t/dd00003"
-ldzcQW7Xj8,30.000,40.000,/m/09x0r
-le1KR6ybCA,30.000,40.000,/m/04rlf
-le2uqJon2Y,30.000,40.000,/m/04rlf
-le5eONqkRI,30.000,40.000,/m/09x0r
-leF0irVm9M,30.000,40.000,/m/09x0r
-leKzkPvnDk,5.000,15.000,"/m/04rlf,/m/09x0r"
-leTVEqk5nc,30.000,40.000,"/m/01v1d8,/m/04rlf,/m/09x0r"
-leVhma9zaA,570.000,580.000,"/m/0150b9,/m/03w41f"
-lejYylRKgI,30.000,40.000,/m/09x0r
-lelgCQBX9E,30.000,40.000,/m/04rlf
-lf3021f_zI,30.000,40.000,/m/09x0r
-lf86fSAHRI,30.000,40.000,"/m/06bz3,/m/09x0r"
-lfLIOzNuYY,30.000,40.000,"/m/07qdb04,/m/09ddx,/m/09x0r,/m/0jbk"
-lfNkn9lZt4,0.000,10.000,"/m/04rlf,/m/0l14j_"
-lfRDMfL42M,30.000,40.000,/m/04rlf
-lfWxzVyLJ0,30.000,40.000,"/m/04rlf,/m/07s72n"
-lfX1tDtVfU,30.000,40.000,"/m/04rlf,/m/09x0r"
-lfZzW7m0iM,520.000,530.000,"/m/01p970,/m/026t6,/m/0l14md"
-lfc5NjCSDw,30.000,40.000,/m/04rlf
-lfpdXXT0ag,30.000,40.000,"/m/016cjb,/m/04rlf"
-lfuYThw6Dg,30.000,40.000,/m/04rlf
-lg4gohGNtw,170.000,180.000,/t/dd00126
-lg6krIj5SI,30.000,40.000,"/m/01m4t,/m/09x0r"
-lgIkMVDC0o,30.000,40.000,"/m/04rlf,/m/09x0r"
-lgSmVKN1VY,30.000,40.000,"/m/04rlf,/m/04szw,/m/07y_7"
-lg_Oz9glTY,40.000,50.000,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
-lgiAXqn9Lk,30.000,40.000,/m/09x0r
-lgjM97j3xk,30.000,40.000,/m/04rlf
-lgrBa0sGbc,40.000,50.000,"/m/09x0r,/t/dd00125"
-lh4qhXc_5s,30.000,40.000,/m/09x0r
-lh7nBFaWGY,30.000,40.000,"/m/09x0r,/t/dd00092"
-lh8RX8l_eE,30.000,40.000,"/m/05zppz,/m/09x0r"
-lh8nZWqiuw,30.000,40.000,"/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y"
-lhEwnOr2uQ,30.000,40.000,"/m/07yv9,/m/0k4j"
-lhH_loyOhc,470.000,480.000,/m/09x0r
-lhI8jI7HRk,30.000,40.000,/m/04rlf
-lhNIAPKfOo,30.000,40.000,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
-lhVRX0xYSw,110.000,120.000,"/m/07cx4,/m/09x0r,/t/dd00125"
-lhk0IMIWE4,30.000,40.000,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
-lhnhB4rbGw,3.000,13.000,"/m/03j1ly,/m/03kmc9,/m/04qvtq,/m/09x0r"
-lhsexLHYKA,0.000,10.000,"/m/04rlf,/m/09x0r"
-lhtk7yGFAU,27.000,37.000,"/m/04rlf,/m/09x0r"
-lhvxWttP2I,30.000,40.000,"/m/04rlf,/m/09x0r"
-lhyeU03JBU,30.000,40.000,"/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
-li-FMa9S5Q,350.000,360.000,"/m/04rlf,/m/09x0r,/t/dd00125"
-li1urjaoB8,30.000,40.000,/m/04rlf
-li63Niofos,12.000,22.000,/m/09x0r
-li8KaI1CTE,30.000,40.000,"/m/04rlf,/m/09x0r"
-li8facI5fs,30.000,40.000,/m/07yv9
-liAcp8b9gI,30.000,40.000,"/m/04rlf,/m/09x0r"
-liFofXgvn4,18.000,28.000,/m/07q2z82
-liGkAN4y08,180.000,190.000,/m/09x0r
-liMi9-mlR0,30.000,40.000,"/m/02mk9,/m/07pb8fc"
-liObUHIFrs,30.000,40.000,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
-liWNAFJDsw,30.000,40.000,"/m/04rlf,/m/09x0r"
-lieis1vGR8,0.000,10.000,/m/04rlf
-lih0n4C4_8,6.000,16.000,/m/04rlf
-liiAWpvl3Y,30.000,40.000,/m/09x0r
-likfFRZAnc,320.000,330.000,"/m/01kcd,/m/07c6l"
-lipDgckhxw,30.000,40.000,/m/07yv9
-liqtb250rs,30.000,40.000,/m/09x0r
-lj4lv8TiIk,0.000,6.000,"/m/02lkt,/m/04rlf,/m/07gxw,/m/09x0r"
-lj7f7r1As0,30.000,40.000,/m/09x0r
-ljAZpkddW8,30.000,40.000,"/m/04rlf,/t/dd00003"
-ljCKx45y9Y,30.000,40.000,"/m/07yv9,/m/0k4j,/t/dd00134"
-ljDokuloXQ,30.000,40.000,/m/04rlf
-ljDrkkRF9A,30.000,40.000,/m/04rlf
-ljMNMbY8fI,30.000,40.000,"/m/015p6,/m/0h0rv,/t/dd00125"
-ljSY0qNSkI,30.000,40.000,/m/04rlf
-ljUVoZ4hAU,30.000,40.000,/m/09x0r
-ljZlpL5dNs,0.000,8.000,/m/09x0r
-ljlzFgvjuc,20.000,30.000,/m/04rlf
-lk6UQuB2Jw,30.000,40.000,"/m/04rlf,/m/0l14gg"
-lkEXmXMQfw,0.000,10.000,/m/04rlf
-lkI2o9NgGw,30.000,40.000,"/m/04rlf,/m/09x0r"
-lkNkimirzE,30.000,40.000,/m/09x0r
-lkXWMBch6s,30.000,40.000,/m/04rlf
-lkZKxSyXIs,30.000,40.000,/m/04rlf
-lkcXTX3JUY,110.000,120.000,"/m/01qbl,/m/026t6,/m/02hnl,/m/03lty,/m/04rlf,/m/04szw,/m/06by7,/m/09x0r"
-lkfHPD1Zek,30.000,40.000,/m/09x0r
-lknq4-Dcpo,50.000,60.000,"/m/04rlf,/m/0l14j_"
-lkq61mX2CY,30.000,40.000,/m/04rlf
-lkw57SQYwM,180.000,190.000,"/m/019jd,/m/07yv9,/m/09x0r,/m/0hsrw"
-lkxCUDYBnw,15.000,25.000,"/m/04rlf,/m/09x0r"
-lkzbktQDro,30.000,40.000,"/m/04rlf,/m/064t9"
-llEdHV2x-0,30.000,40.000,/m/09x0r
-llJvWP3tSM,30.000,40.000,"/m/01h8n0,/m/02qldy,/m/02zsn,/m/09x0r"
-llJwWFRajs,30.000,40.000,/m/09x0r
-llO0z4Va50,30.000,40.000,"/m/04rlf,/m/0l14jd,/t/dd00003"
-llO37tPz8Q,130.000,140.000,"/m/04rlf,/m/0l156b"
-llX-4kF4ec,60.000,70.000,/m/0d8_n
-llgwnyLB_c,30.000,40.000,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00134"
-lli0uFJJiY,30.000,40.000,"/m/04rlf,/m/09x0r"
-lloAigKrUQ,30.000,40.000,"/m/04rlf,/m/06j64v"
-lloJCa9Qhc,30.000,40.000,"/m/04rlf,/m/07qcpgn"
-llpYcxJCFI,30.000,40.000,"/m/04rlf,/m/064t9"
-llyT215tZA,80.000,90.000,"/m/0164x2,/m/04rlf"
-lm0agTiypw,30.000,40.000,/m/0838f
-lm8SQXSM6c,30.000,40.000,"/m/04rlf,/m/09x0r"
-lmBPWrLUaA,30.000,40.000,"/m/07yv9,/m/0k4j"
-lmF-lbPUps,30.000,40.000,/m/09x0r
-lmSUP5Yras,30.000,40.000,"/m/04rlf,/m/0c1dj"
-lmVkLBBK-0,30.000,40.000,/m/09x0r
-lmfHzuUgyU,300.000,310.000,"/m/07qwdck,/m/09x0r"
-lms6ma-ijI,25.000,35.000,"/m/04rlf,/m/0l14gg"
-lmuvdsZyCw,20.000,30.000,"/m/04rlf,/m/07y_7"
-lmxyjxSiPE,30.000,40.000,"/m/04rlf,/t/dd00003"
-ln12BiHjjk,80.000,90.000,"/m/015lz1,/m/04rlf,/m/06bxc,/m/074ft,/m/0glt670"
-ln5NhsDRCQ,30.000,40.000,/m/04rlf
-ln7OLR518I,30.000,40.000,/m/07pb8fc
-lnMUSTUp8o,30.000,40.000,"/m/04rlf,/m/09x0r"
-lnSOEFRGrA,21.000,31.000,"/m/012f08,/m/07yv9,/m/09x0r,/m/0k4j"
-lnTJeS37ek,20.000,30.000,"/m/02mk9,/m/07yv9"
-lnWj1fRx3I,30.000,40.000,"/m/019jd,/m/04rlf,/m/056ks2"
-lnaF5DjliA,30.000,40.000,"/m/04rlf,/m/04szw,/m/07gql"
-lnap5eOfi4,30.000,40.000,"/m/04rlf,/m/05r6t"
-lneb9_9csw,30.000,40.000,/m/04rlf
-lnnNmMDkrY,30.000,40.000,"/m/012f08,/m/07yv9,/m/0k4j,/t/dd00134"
-lnvdVc7ROo,400.000,410.000,/m/09x0r
-lnyC5k92Cw,30.000,40.000,/m/09x0r
-lnys6BNRv8,30.000,40.000,"/m/04rlf,/m/0l14gg"
-lo-_dmyS-4,10.000,20.000,"/m/0145m,/m/0164x2,/m/04rlf"
-lo5G0EEHLM,30.000,40.000,"/m/04rlf,/m/07rjwbb"
-loH_IbTVNQ,30.000,40.000,/m/04rlf
-loOewZCjaE,30.000,40.000,/m/09x0r
-loR_LSMfAY,30.000,40.000,/m/04rlf
-loSzfiABH8,30.000,40.000,"/m/04rlf,/m/064t9"
-loVrmwxcrI,30.000,40.000,/m/09x0r
-loWja-5jmU,30.000,40.000,/m/04rlf
-loXkmCwrJ4,23.000,33.000,/m/07yv9
-loa_0UbqGs,30.000,40.000,"/m/019jd,/m/056ks2,/m/07yv9,/m/09x0r"
-lof7HJoliE,30.000,40.000,/m/04rlf
-logPdlu_I0,30.000,40.000,"/m/04rlf,/m/09x0r"
-lomSoM1rs8,30.000,40.000,/m/0k4j
-lonLDiDVp8,30.000,40.000,/m/09x0r
-looioXdS94,27.000,37.000,"/m/04rlf,/m/09x0r"
-lovsc38t5A,30.000,40.000,/m/09x0r
-lowkKI-CSg,30.000,40.000,/m/09x0r
-loydNNN_tw,30.000,40.000,/m/04rlf
-lp1ZwZ-IC0,30.000,40.000,/m/09x0r
-lpB1CFIPsQ,8.000,18.000,"/m/04rlf,/m/09x0r"
-lpI7DG92sM,30.000,40.000,/m/09x0r
-lpKRuEXflo,30.000,40.000,/m/04rlf
-lpSlAtntTI,30.000,40.000,"/m/04rlf,/m/09x0r"
-lpT39urOf4,240.000,250.000,"/m/07qv_d5,/t/dd00128"
-lpU5FkGUt4,30.000,40.000,/m/04rlf
-lpYQPcCh80,30.000,40.000,/m/09x0r
-lpaKGBcmZc,30.000,40.000,"/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
-lpesZqHu-k,30.000,40.000,"/m/04rlf,/m/09x0r"
-lppnhi4O7E,30.000,40.000,/m/09x0r
-lprpWXQ0MA,590.000,600.000,"/m/0h9mv,/m/0k4j,/m/0ltv"
-lpwK7Hso2Y,30.000,40.000,"/m/04rlf,/m/064t9"
-lpwuLKbRpc,150.000,160.000,"/m/01p970,/m/04rlf,/m/04szw"
-lpyFj6bp7c,30.000,40.000,"/m/04rlf,/m/09x0r"
-lq97ErUIZQ,100.000,110.000,"/m/01j4z9,/m/07k1x"
-lqF76DwQqc,30.000,40.000,"/m/04rlf,/m/09x0r"
-lqHOUsdrEQ,30.000,40.000,/m/09x0r
-lqN-gGulJs,30.000,40.000,"/m/04rlf,/m/09x0r"
-lqXkWFCUxM,30.000,40.000,/m/04rlf
-lqcjlg15fY,210.000,220.000,/t/dd00125
-lqdFBKGZzQ,30.000,40.000,"/m/04rlf,/m/09x0r"
-lqlUsdPLh4,30.000,40.000,"/m/019jd,/m/02rlv9,/m/07yv9,/m/09x0r"
-lqogMyFkaI,30.000,40.000,/m/0j6m2
-lqr-Kn-zfY,30.000,40.000,/m/09x0r
-lqxFHxa6B8,30.000,40.000,/m/04rlf
-lr-7_dY7yQ,30.000,40.000,/m/09x0r
-lr1KZLmgSc,0.000,7.000,/m/09x0r
-lr5xjD9r9Q,30.000,40.000,"/m/04rlf,/m/09x0r"
-lrBeIcP4gQ,30.000,40.000,"/m/07yv9,/m/09x0r,/m/0k4j"
-lr_-FJuymQ,30.000,40.000,/m/09x0r
-lrbElMzwcw,30.000,40.000,"/m/019jd,/m/02rlv9,/m/07yv9"
-lrhcLGIsbU,30.000,40.000,"/m/04rlf,/m/09x0r"
-lrmsVd4s5c,30.000,40.000,"/m/078jl,/m/0jbk,/t/dd00129"
-lrmw8mo2lI,30.000,40.000,"/m/02lkt,/m/04rlf,/m/07s72n"
-lrol1sT86E,30.000,40.000,"/m/04rlf,/m/04szw,/m/0fx80y"
-lrqrafMdqE,30.000,40.000,"/m/04rlf,/m/09x0r"
-lru30n3ifE,30.000,40.000,/m/09x0r
-lruWR-yUHA,30.000,40.000,/m/09x0r
-lrxGvFxZpw,30.000,40.000,/t/dd00005
-lrzYI-oMnw,110.000,120.000,"/m/04rlf,/m/04szw,/m/07gql"
-ls4-h_EKyU,30.000,40.000,/m/04rlf
-ls48BV3JY0,120.000,130.000,"/m/015lz1,/m/04rlf,/t/dd00126"
-lsALv1UYU0,30.000,40.000,"/m/07yv9,/m/09x0r"
-lsLBBBiIDE,30.000,40.000,/m/04rlf
-lsNjCTLAaI,20.000,30.000,"/m/04rlf,/m/07pjjrj"
-lsSCMcKkyc,130.000,140.000,"/m/04rlf,/m/09x0r,/t/dd00126"
-lsTLAHcbLg,0.000,3.000,/m/09x0r
-lsW1olbdBI,29.000,39.000,/m/09x0r
-lsWIH62oOI,30.000,40.000,"/m/04rlf,/m/0l14jd,/t/dd00003"
-lsfxefv7Gc,23.000,33.000,/m/09x0r
-lshbHAJMQ0,30.000,40.000,"/m/026t6,/m/02hnl,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
-lsjdAaMOEk,30.000,40.000,"/m/01z7dr,/m/04rlf,/m/064t9"
-lsmgZcRaWo,30.000,40.000,/m/04rlf
-lt47CBtsDY,30.000,40.000,/m/07yv9
-lt6oa-a48U,0.000,10.000,/m/09x0r
-lt7_XjnhEI,150.000,160.000,"/m/04rlf,/m/06bxc,/m/0glt670"
-lt8Xz1MNVc,30.000,40.000,/m/09x0r
-ltM8L2kktU,50.000,60.000,"/m/07yv9,/m/0ltv"
-ltOH6-_s9s,30.000,40.000,/m/09x0r
-ltRSSEMq50,0.000,10.000,"/m/07yv9,/m/09x0r"
-ltRpENk9QQ,30.000,40.000,/m/09x0r
-ltWaaWo9Ms,30.000,40.000,/m/09x0r
-ltgHK5OrYU,30.000,40.000,"/m/04rlf,/m/04szw,/m/07y_7"
-ltk6DlDocA,30.000,40.000,/m/09x0r
-ltlkFbTuOs,22.000,32.000,"/m/04rlf,/m/09x0r"
-ltqJ-eJWKQ,30.000,40.000,/m/04rlf
-ltzS7X06Ms,30.000,40.000,"/m/09x0r,/t/dd00125"
-lu4pVSK_dE,30.000,40.000,/m/09x0r
-lu5Ub2R5dQ,30.000,40.000,"/m/012f08,/m/04rlf,/m/07yv9,/m/0k4j,/t/dd00134"
-luVhRpsn6s,12.000,22.000,/m/04rlf
-luZdAntyq4,30.000,40.000,"/m/04rlf,/t/dd00004"
-lua5kX3Shk,30.000,40.000,/m/09x0r
-lumf8slDX8,30.000,40.000,"/m/04rlf,/m/09x0r"
-lunWPAeSBA,30.000,40.000,/m/09x0r
-luvGC1tGRo,30.000,40.000,/t/dd00005
-luxLCoCpag,30.000,40.000,"/m/02qldy,/m/05zppz,/m/09x0r"
-lvUX4_egLA,27.000,37.000,/m/09x0r
-lvdcocivmw,30.000,40.000,"/m/0342h,/m/04rlf,/m/04szw"
-lvjqeNBP10,30.000,40.000,"/m/02lkt,/m/04rlf,/m/07s72n"
-lvk0ifWnDg,30.000,40.000,"/m/04rlf,/m/09x0r"
-lvmNDcilm0,30.000,40.000,"/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
